 Gold Label  Predicted Label
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        1.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        3.0                0
        3.0                3
--------------------------------------------------
 Gold Label  Predicted Label
        0.0                0
        0.0                0
        0.0                0
        0.0                1
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        2.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        1.0                0
        0.0                0
        0.0                0
        1.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        2.0                0
--------------------------------------------------
 Gold Label  Predicted Label
        0.0                0
        0.0                0
        0.0                0
        1.0                1
        1.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        1.0                0
        1.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        1.0                0
        0.0                0
        0.0                0
        2.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
--------------------------------------------------
 Gold Label  Predicted Label
        0.0                0
        0.0                0
        0.0                0
        1.0                1
        1.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        3.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        2.0                0
        2.0                1
--------------------------------------------------
 Gold Label  Predicted Label
        0.0                0
        0.0                0
        0.0                0
        3.0                0
        0.0                0
        1.0                0
        0.0                0
        0.0                0
        1.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                2
--------------------------------------------------
 Gold Label  Predicted Label
        0.0                0
        0.0                0
        0.0                0
        0.0                1
        0.0                0
        1.0                0
        0.0                0
        0.0                0
        0.0                0
        0.0                0
        3.0                0
        3.0                3
